1	3433	2	3335	1117
2	3291	16	3599	1286
3	3452	6	3591	1300
4	3449	9	3640	1209
5	3497	6	3614	1276
6	3302	13	3394	1120
7	3288	6	3634	1222
8	3421	9	3561	1203
9	3418	8	3622	1277
10	3400	7	3603	1232
11	3371	11	3607	1220
12	3144	9	3437	1151
13	3445	1	3632	1236
14	3479	6	3659	1329
15	3451	6	3663	1272
16	3387	3	3582	1219
17	3427	5	3488	1231
18	3232	8	3559	1250
19	3482	3	3470	1128
20	3485	10	3392	1171
21	3454	6	3390	1206
22	3404	8	3281	1106
23	3263	5	3381	1109
24	3393	7	3317	1074
25	3449	4	3430	1171
26	3412	4	3192	1042
27	3356	8	3447	1162
28	3170	8	3399	1154
29	3447	9	3342	1132
30	3396	10	3314	1186
